#Vin in V, Eff in %
0.118365, 39.06985343
0.221492, 58.50858601
0.320022, 67.75496217
0.419843, 73.3941174
0.516338, 77.15504322
0.620166, 80.14166084
0.717862, 82.07717358
0.813534, 83.04744596
0.909759, 83.77024635
1.0092, 84.74188152
1.10993, 85.80034038
1.2141, 87.14962508
1.31731, 88.27333025
1.42009, 89.27150866
1.51988, 89.97192779
1.61754, 90.5995461
1.72494, 89.57993651
