#Vin, Eff in %
0.101123, 34.0396528
0.20374, 64.33847304
0.304247, 73.67159532
0.405501, 77.38570621
0.504556, 80.87392397
0.601038, 82.44453297
0.697514, 83.04108452
0.795174, 83.73017666
0.895325, 84.90200906
0.995565, 85.97132851
1.09546, 86.92069493
1.19476, 87.78157437
1.29472, 88.70964887
1.4012, 90.42920168
1.50426, 90.99927057
1.60163, 91.47415899
1.69614, 91.85979647
